,Unnamed: 0,Date,Home_Team,Away_Team,Field_Goal,Field_Goal_Attempts,Field_Goal_%,2Point,2Point_Attempts,2Point_%,3Point,3Point_Attempts,3Point_%,Free_Throw,Free_Throw_Attempt,Free_Throw_%,Points,Away_Field_Goal,Away_Field_Goal_Attempts,Away_Field_Goal_%,Away_2Point,Away_2Point_Attempts,Away_2Point_%,Away_3Point,Away_3Point_Attempts,Away_3Point_%,Away_Free_Throw,Away_Free_Throw_Attempt,Away_Free_Throw_%,Away_Points,Offensive_Efficiency,Away_Offensive_Efficiency,ielo,away_ielo,Away_ielo
1660,1660,2019-12-21,CHO,UTA,39,85,0.459,27,56,0.482,12,29,0.414,17,22,0.773,107,39,75,0.52,22,41,0.537,17,34,0.5,19,20,0.95,114,125.88235294117646,152.0,1500,1500,1500
1661,1661,2019-12-21,DET,CHI,40,87,0.46,24,52,0.462,16,35,0.457,11,12,0.917,107,40,77,0.519,22,42,0.524,18,35,0.514,21,25,0.84,119,122.98850574712642,154.54545454545453,1500,1500,1500
1662,1662,2019-12-21,MEM,SAC,40,83,0.482,25,48,0.521,15,35,0.429,24,29,0.828,119,43,100,0.43,32,64,0.5,11,36,0.306,18,24,0.75,115,143.3734939759036,115.0,1500,1500,1500
1663,1663,2019-12-21,NYK,MIL,39,97,0.402,30,67,0.448,9,30,0.3,15,21,0.714,102,41,85,0.482,23,42,0.548,18,43,0.419,23,35,0.657,123,105.15463917525774,144.70588235294116,1500,1500,1500
1664,1664,2019-12-21,PHI,WAS,49,94,0.521,35,61,0.574,14,33,0.424,13,21,0.619,125,36,88,0.409,29,57,0.509,7,31,0.226,29,34,0.853,108,132.9787234042553,122.72727272727272,1500,1500,1500
1665,1665,2019-12-21,PHO,HOU,47,91,0.516,39,63,0.619,8,28,0.286,23,30,0.767,125,51,87,0.586,32,46,0.696,19,41,0.463,18,23,0.783,139,137.36263736263737,159.77011494252872,1500,1500,1500
1666,1666,2019-12-21,POR,MIN,40,94,0.426,27,59,0.458,13,35,0.371,20,25,0.8,113,38,87,0.437,23,50,0.46,15,37,0.405,15,16,0.938,106,120.2127659574468,121.83908045977012,1500,1500,1500
1667,1667,2019-12-21,SAS,LAC,42,82,0.512,32,54,0.593,10,28,0.357,15,19,0.789,109,54,99,0.545,42,63,0.667,12,36,0.333,14,19,0.737,134,132.9268292682927,135.35353535353536,1500,1500,1500
1668,1668,2019-12-22,BOS,CHO,46,88,0.523,32,56,0.571,14,32,0.438,13,16,0.813,119,33,82,0.402,23,48,0.479,10,34,0.294,17,23,0.739,93,135.22727272727272,113.41463414634146,1500,1500,1500
1669,1669,2019-12-22,LAL,DEN,39,83,0.47,29,54,0.537,10,29,0.345,16,22,0.727,104,45,92,0.489,34,60,0.567,11,32,0.344,27,30,0.9,128,125.30120481927712,139.1304347826087,1500,1500,1500
1670,1670,2019-12-22,MIL,IND,44,104,0.423,29,60,0.483,15,44,0.341,14,17,0.824,117,37,100,0.37,25,60,0.417,12,40,0.3,3,5,0.6,89,112.5,89.0,1500,1500,1500
1671,1671,2019-12-22,OKC,LAC,46,97,0.474,37,70,0.529,9,27,0.333,17,20,0.85,118,40,86,0.465,29,59,0.492,11,27,0.407,21,24,0.875,112,121.64948453608248,130.2325581395349,1500,1500,1500
1672,1672,2019-12-22,TOR,DAL,37,94,0.394,27,60,0.45,10,34,0.294,26,31,0.839,110,35,90,0.389,20,44,0.455,15,46,0.326,22,27,0.815,107,117.02127659574468,118.88888888888889,1500,1500,1500
1673,1673,2019-12-23,CLE,ATL,50,96,0.521,39,67,0.582,11,29,0.379,10,12,0.833,121,45,95,0.474,30,53,0.566,15,42,0.357,13,17,0.765,118,126.04166666666669,124.21052631578948,1500,1500,1500
1674,1674,2019-12-23,DET,PHI,43,84,0.512,33,54,0.611,10,30,0.333,13,18,0.722,109,52,95,0.547,40,65,0.615,12,30,0.4,9,11,0.818,125,129.76190476190476,131.57894736842107,1500,1500,1500
1675,1675,2019-12-23,GSW,MIN,38,87,0.437,26,57,0.456,12,30,0.4,25,30,0.833,113,35,87,0.402,24,53,0.453,11,34,0.324,23,29,0.793,104,129.8850574712644,119.54022988505749,1500,1500,1500
1676,1676,2019-12-23,IND,TOR,45,95,0.474,27,53,0.509,18,42,0.429,12,20,0.6,120,43,94,0.457,32,54,0.593,11,40,0.275,18,24,0.75,115,126.3157894736842,122.34042553191487,1500,1500,1500
1677,1677,2019-12-23,MEM,SAS,45,96,0.469,30,59,0.508,15,37,0.405,10,16,0.625,115,60,89,0.674,45,65,0.692,15,24,0.625,10,14,0.714,145,119.79166666666669,162.92134831460675,1500,1500,1500
1678,1678,2019-12-23,MIA,UTA,37,90,0.411,28,65,0.431,9,25,0.36,24,27,0.889,107,39,90,0.433,27,54,0.5,12,36,0.333,14,18,0.778,104,118.88888888888889,115.55555555555554,1500,1500,1500
1679,1679,2019-12-23,NYK,WAS,44,93,0.473,29,57,0.509,15,36,0.417,12,15,0.8,115,47,100,0.47,37,70,0.529,10,30,0.333,17,30,0.567,121,123.65591397849462,121.0,1500,1500,1500
1680,1680,2019-12-23,ORL,CHI,39,81,0.481,29,55,0.527,10,26,0.385,15,23,0.652,103,35,88,0.398,22,51,0.431,13,37,0.351,12,15,0.8,95,127.16049382716052,107.95454545454544,1500,1500,1500
1681,1681,2019-12-23,PHO,DEN,42,87,0.483,29,50,0.58,13,37,0.351,14,18,0.778,111,43,78,0.551,28,50,0.56,15,28,0.536,12,15,0.8,113,127.58620689655172,144.87179487179486,1500,1500,1500
1682,1682,2019-12-23,POR,NOP,37,91,0.407,33,62,0.532,4,29,0.138,16,18,0.889,94,38,93,0.409,23,58,0.397,15,35,0.429,11,16,0.688,102,103.29670329670331,109.6774193548387,1500,1500,1500
1683,1683,2019-12-23,SAC,HOU,41,87,0.471,34,57,0.596,7,30,0.233,15,23,0.652,104,39,87,0.448,24,48,0.5,15,39,0.385,20,23,0.87,113,119.54022988505749,129.8850574712644,1500,1500,1500
1684,1684,2019-12-25,DEN,NOP,37,92,0.402,25,55,0.455,12,37,0.324,14,18,0.778,100,41,90,0.456,23,47,0.489,18,43,0.419,12,12,1.0,112,108.69565217391305,124.44444444444444,1500,1500,1500
1685,1685,2019-12-25,GSW,HOU,41,87,0.471,32,59,0.542,9,28,0.321,25,28,0.893,116,37,100,0.37,21,49,0.429,16,51,0.314,14,16,0.875,104,133.33333333333331,104.0,1500,1500,1500
1686,1686,2019-12-25,LAL,LAC,39,96,0.406,27,51,0.529,12,45,0.267,16,21,0.762,106,39,85,0.459,30,60,0.5,9,25,0.36,24,32,0.75,111,110.41666666666669,130.58823529411765,1500,1500,1500
1687,1687,2019-12-25,PHI,MIL,44,101,0.436,23,57,0.404,21,44,0.477,12,15,0.8,121,45,95,0.474,32,62,0.516,13,33,0.394,6,8,0.75,109,119.8019801980198,114.73684210526316,1500,1500,1500
1688,1688,2019-12-25,TOR,BOS,38,80,0.475,30,57,0.526,8,23,0.348,18,22,0.818,102,46,92,0.5,32,59,0.542,14,33,0.424,12,14,0.857,118,127.5,128.26086956521738,1500,1500,1500
1689,1689,2019-12-26,BRK,NYK,21,78,0.269,8,28,0.286,13,50,0.26,27,36,0.75,82,37,92,0.402,28,63,0.444,9,29,0.31,11,15,0.733,94,105.12820512820514,102.17391304347828,1500,1500,1500
1690,1690,2019-12-26,DAL,SAS,38,90,0.422,22,50,0.44,16,40,0.4,10,15,0.667,102,40,83,0.482,32,54,0.593,8,29,0.276,10,15,0.667,98,113.33333333333331,118.07228915662652,1500,1500,1500
1691,1691,2019-12-26,DET,WAS,46,86,0.535,27,38,0.711,19,48,0.396,21,26,0.808,132,38,92,0.413,31,68,0.456,7,24,0.292,19,27,0.704,102,153.48837209302326,110.86956521739133,1500,1500,1500
1692,1692,2019-12-26,OKC,MEM,38,92,0.413,28,57,0.491,10,35,0.286,11,13,0.846,97,46,84,0.548,36,59,0.61,10,25,0.4,8,11,0.727,110,105.43478260869566,130.95238095238096,1500,1500,1500
1693,1693,2019-12-26,SAC,MIN,37,107,0.346,28,68,0.412,9,39,0.231,21,25,0.84,104,36,104,0.346,26,58,0.448,10,46,0.217,23,29,0.793,105,97.196261682243,100.96153846153844,1500,1500,1500
1694,1694,2019-12-26,UTA,POR,46,81,0.568,32,45,0.711,14,36,0.389,15,22,0.682,121,43,89,0.483,28,55,0.509,15,34,0.441,14,19,0.737,115,149.3827160493827,129.21348314606743,1500,1500,1500
1695,1695,2019-12-27,ATL,MIL,33,91,0.363,21,50,0.42,12,41,0.293,8,14,0.571,86,46,91,0.505,35,63,0.556,11,28,0.393,9,13,0.692,112,94.5054945054945,123.07692307692308,1500,1500,1500
1696,1696,2019-12-27,BOS,CLE,49,95,0.516,35,55,0.636,14,40,0.35,17,19,0.895,129,44,85,0.518,35,62,0.565,9,23,0.391,20,29,0.69,117,135.78947368421052,137.64705882352942,1500,1500,1500
1697,1697,2019-12-27,CHO,OKC,42,101,0.416,35,62,0.565,7,39,0.179,11,18,0.611,102,40,89,0.449,35,58,0.603,5,31,0.161,19,31,0.613,104,100.990099009901,116.85393258426966,1500,1500,1500
1698,1698,2019-12-27,GSW,PHO,38,92,0.413,29,65,0.446,9,27,0.333,20,25,0.8,105,35,75,0.467,28,42,0.667,7,33,0.212,19,24,0.792,96,114.13043478260867,128.0,1500,1500,1500
1699,1699,2019-12-27,MIA,IND,40,89,0.449,24,51,0.471,16,38,0.421,17,19,0.895,113,44,90,0.489,30,59,0.508,14,31,0.452,10,12,0.833,112,126.96629213483146,124.44444444444444,1500,1500,1500
1700,1700,2019-12-27,ORL,PHI,37,88,0.42,27,58,0.466,10,30,0.333,14,23,0.609,98,35,87,0.402,25,58,0.431,10,29,0.345,17,21,0.81,97,111.36363636363636,111.49425287356324,1500,1500,1500
1701,1701,2019-12-28,BOS,TOR,31,78,0.397,24,46,0.522,7,32,0.219,28,36,0.778,97,44,84,0.524,30,50,0.6,14,34,0.412,11,17,0.647,113,124.35897435897436,134.52380952380955,1500,1500,1500
1702,1702,2019-12-28,CHI,ATL,43,87,0.494,28,56,0.5,15,31,0.484,15,19,0.789,116,32,86,0.372,23,52,0.442,9,34,0.265,8,11,0.727,81,133.33333333333331,94.18604651162792,1500,1500,1500
1703,1703,2019-12-28,DEN,MEM,45,93,0.484,36,64,0.563,9,29,0.31,20,27,0.741,119,41,84,0.488,32,54,0.593,9,30,0.3,19,25,0.76,110,127.95698924731182,130.95238095238096,1500,1500,1500
1704,1704,2019-12-28,GSW,DAL,45,93,0.484,27,54,0.5,18,39,0.462,13,17,0.765,121,48,92,0.522,24,41,0.585,24,51,0.471,21,21,1.0,141,130.10752688172042,153.26086956521738,1500,1500,1500
1705,1705,2019-12-28,HOU,BRK,44,101,0.436,31,59,0.525,13,42,0.31,7,16,0.438,108,37,92,0.402,26,53,0.491,11,39,0.282,13,21,0.619,98,106.93069306930694,106.5217391304348,1500,1500,1500
1706,1706,2019-12-28,LAC,UTA,35,95,0.368,23,55,0.418,12,40,0.3,25,27,0.926,107,45,86,0.523,28,51,0.549,17,35,0.486,13,17,0.765,120,112.6315789473684,139.53488372093022,1500,1500,1500
1707,1707,2019-12-28,MIA,PHI,42,94,0.447,32,66,0.485,10,28,0.357,23,29,0.793,117,42,89,0.472,32,59,0.542,10,30,0.333,22,29,0.759,116,124.468085106383,130.3370786516854,1500,1500,1500
1708,1708,2019-12-28,MIL,ORL,43,84,0.512,30,47,0.638,13,37,0.351,12,18,0.667,111,35,87,0.402,21,52,0.404,14,35,0.4,16,19,0.842,100,132.14285714285714,114.94252873563218,1500,1500,1500
1709,1709,2019-12-28,MIN,CLE,33,93,0.355,25,56,0.446,8,37,0.216,14,19,0.737,88,32,77,0.416,28,57,0.491,4,20,0.2,26,36,0.722,94,94.6236559139785,122.07792207792208,1500,1500,1500
1710,1710,2019-12-28,NOP,IND,43,93,0.462,25,51,0.49,18,42,0.429,16,20,0.8,120,33,85,0.388,27,57,0.474,6,28,0.214,26,29,0.897,98,129.03225806451613,115.2941176470588,1500,1500,1500
1711,1711,2019-12-28,POR,LAL,41,86,0.477,26,51,0.51,15,35,0.429,23,27,0.852,120,47,91,0.516,36,59,0.61,11,32,0.344,23,28,0.821,128,139.53488372093022,140.65934065934067,1500,1500,1500
1712,1712,2019-12-28,SAC,PHO,41,84,0.488,29,53,0.547,12,31,0.387,16,24,0.667,110,45,86,0.523,36,60,0.6,9,26,0.346,13,15,0.867,112,130.95238095238096,130.2325581395349,1500,1500,1500
1713,1713,2019-12-28,SAS,DET,53,93,0.57,35,58,0.603,18,35,0.514,12,15,0.8,136,40,90,0.444,28,54,0.519,12,36,0.333,17,30,0.567,109,146.23655913978496,121.1111111111111,1500,1500,1500
1714,1714,2019-12-28,WAS,NYK,33,96,0.344,23,71,0.324,10,25,0.4,24,31,0.774,100,38,85,0.447,27,54,0.5,11,31,0.355,20,26,0.769,107,104.16666666666669,125.88235294117646,1500,1500,1500
1715,1715,2019-12-29,DEN,SAC,42,81,0.519,34,52,0.654,8,29,0.276,28,31,0.903,120,45,85,0.529,32,51,0.627,13,34,0.382,12,17,0.706,115,148.14814814814815,135.29411764705884,1500,1500,1500
1716,1716,2019-12-29,LAL,DAL,38,78,0.487,29,55,0.527,9,23,0.391,23,28,0.821,108,32,89,0.36,19,46,0.413,13,43,0.302,18,20,0.9,95,138.46153846153845,106.74157303370788,1500,1500,1500
1717,1717,2019-12-29,MEM,CHO,45,93,0.484,35,58,0.603,10,35,0.286,17,17,1.0,117,37,86,0.43,28,55,0.509,9,31,0.29,21,32,0.656,104,125.80645161290325,120.93023255813952,1500,1500,1500
1718,1718,2019-12-29,NOP,HOU,50,102,0.49,32,58,0.552,18,44,0.409,9,13,0.692,127,42,81,0.519,27,42,0.643,15,39,0.385,13,20,0.65,112,124.50980392156865,138.2716049382716,1500,1500,1500
1719,1719,2019-12-29,TOR,OKC,35,83,0.422,20,43,0.465,15,40,0.375,12,12,1.0,97,34,78,0.436,24,45,0.533,10,33,0.303,20,23,0.87,98,116.86746987951808,125.64102564102564,1500,1500,1500
1720,1720,2019-12-30,CHI,MIL,40,107,0.374,23,63,0.365,17,44,0.386,5,8,0.625,102,46,84,0.548,35,52,0.673,11,32,0.344,20,24,0.833,123,95.32710280373831,146.42857142857142,1500,1500,1500
1721,1721,2019-12-30,MIN,BRK,42,104,0.404,25,60,0.417,17,44,0.386,21,29,0.724,122,40,99,0.404,25,58,0.431,15,41,0.366,20,27,0.741,115,117.3076923076923,116.16161616161617,1500,1500,1500
1722,1722,2019-12-30,ORL,ATL,37,89,0.416,32,64,0.5,5,25,0.2,14,24,0.583,93,39,81,0.481,30,52,0.577,9,29,0.31,14,17,0.824,101,104.49438202247192,124.69135802469135,1500,1500,1500
1723,1723,2019-12-30,POR,PHO,44,96,0.458,30,62,0.484,14,34,0.412,14,18,0.778,116,44,92,0.478,31,69,0.449,13,23,0.565,21,22,0.955,122,120.83333333333331,132.6086956521739,1500,1500,1500
1724,1724,2019-12-30,UTA,DET,39,83,0.47,29,57,0.509,10,26,0.385,16,20,0.8,104,30,79,0.38,26,65,0.4,4,14,0.286,17,23,0.739,81,125.30120481927712,102.53164556962024,1500,1500,1500
1725,1725,2019-12-30,WAS,MIA,43,84,0.512,26,47,0.553,17,37,0.459,20,30,0.667,123,33,73,0.452,23,45,0.511,10,28,0.357,29,39,0.744,105,146.42857142857142,143.83561643835617,1500,1500,1500
1726,1726,2019-12-31,CHO,BOS,34,86,0.395,22,52,0.423,12,34,0.353,12,16,0.75,92,44,97,0.454,30,59,0.508,14,38,0.368,7,10,0.7,109,106.9767441860465,112.37113402061856,1500,1500,1500
1727,1727,2019-12-31,HOU,DEN,46,87,0.529,30,53,0.566,16,34,0.471,22,31,0.71,130,45,97,0.464,37,72,0.514,8,25,0.32,6,9,0.667,104,149.42528735632183,107.21649484536084,1500,1500,1500
1728,1728,2019-12-31,IND,PHI,42,86,0.488,31,61,0.508,11,25,0.44,20,26,0.769,115,37,91,0.407,31,62,0.5,6,29,0.207,17,20,0.85,97,133.72093023255815,106.5934065934066,1500,1500,1500
1729,1729,2019-12-31,OKC,DAL,39,91,0.429,33,64,0.516,6,27,0.222,22,28,0.786,106,33,93,0.355,18,42,0.429,15,51,0.294,20,27,0.741,101,116.4835164835165,108.6021505376344,1500,1500,1500
1730,1730,2019-12-31,SAC,LAC,33,80,0.413,25,52,0.481,8,28,0.286,13,19,0.684,87,36,88,0.409,24,52,0.462,12,36,0.333,21,22,0.955,105,108.75,119.3181818181818,1500,1500,1500
1731,1731,2019-12-31,SAS,GSW,45,96,0.469,31,65,0.477,14,31,0.452,13,17,0.765,117,44,96,0.458,32,69,0.464,12,27,0.444,13,18,0.722,113,121.875,117.70833333333331,1500,1500,1500
1732,1732,2019-12-31,TOR,CLE,40,84,0.476,23,45,0.511,17,39,0.436,20,25,0.8,117,37,87,0.425,27,49,0.551,10,38,0.263,13,16,0.813,97,139.28571428571428,111.49425287356324,1500,1500,1500
1733,1733,2020-01-01,LAL,PHO,43,90,0.478,36,62,0.581,7,28,0.25,24,34,0.706,117,42,86,0.488,36,63,0.571,6,23,0.261,17,23,0.739,107,130.0,124.4186046511628,1500,1500,1500
1734,1734,2020-01-01,MIL,MIN,40,94,0.426,31,58,0.534,9,36,0.25,17,26,0.654,106,34,91,0.374,19,45,0.422,15,46,0.326,21,28,0.75,104,112.7659574468085,114.28571428571428,1500,1500,1500
1735,1735,2020-01-01,NYK,POR,47,98,0.48,33,62,0.532,14,36,0.389,9,14,0.643,117,37,94,0.394,27,62,0.435,10,32,0.313,9,15,0.6,93,119.38775510204084,98.93617021276596,1500,1500,1500
1736,1736,2020-01-01,WAS,ORL,33,87,0.379,24,56,0.429,9,31,0.29,26,31,0.839,101,45,95,0.474,33,63,0.524,12,32,0.375,20,27,0.741,122,116.0919540229885,128.42105263157896,1500,1500,1500
1737,1737,2020-01-02,CHI,UTA,37,94,0.394,26,58,0.448,11,36,0.306,13,17,0.765,98,37,76,0.487,26,46,0.565,11,30,0.367,17,22,0.773,102,104.25531914893618,134.21052631578948,1500,1500,1500
1738,1738,2020-01-02,CLE,CHO,41,81,0.506,28,46,0.609,13,35,0.371,11,14,0.786,106,37,83,0.446,22,45,0.489,15,38,0.395,20,24,0.833,109,130.8641975308642,131.32530120481923,1500,1500,1500
1739,1739,2020-01-02,DAL,BRK,45,89,0.506,27,51,0.529,18,38,0.474,15,17,0.882,123,42,91,0.462,30,54,0.556,12,37,0.324,15,17,0.882,111,138.20224719101125,121.978021978022,1500,1500,1500
1740,1740,2020-01-02,IND,DEN,43,82,0.524,31,56,0.554,12,26,0.462,18,25,0.72,116,46,87,0.529,38,60,0.633,8,27,0.296,24,27,0.889,124,141.46341463414635,142.52873563218392,1500,1500,1500
1741,1741,2020-01-02,LAC,DET,50,92,0.543,39,64,0.609,11,28,0.393,15,21,0.714,126,40,94,0.426,33,61,0.541,7,33,0.212,25,35,0.714,112,136.95652173913044,119.14893617021276,1500,1500,1500
1742,1742,2020-01-02,MIA,TOR,33,81,0.407,21,44,0.477,12,37,0.324,6,11,0.545,84,28,89,0.315,22,47,0.468,6,42,0.143,14,17,0.824,76,103.7037037037037,85.39325842696628,1500,1500,1500
1743,1743,2020-01-02,MIN,GSW,38,95,0.4,25,52,0.481,13,43,0.302,10,17,0.588,99,33,77,0.429,30,57,0.526,3,20,0.15,15,21,0.714,84,104.21052631578948,109.09090909090908,1500,1500,1500
1744,1744,2020-01-02,SAC,MEM,44,90,0.489,30,56,0.536,14,34,0.412,26,31,0.839,128,45,93,0.484,32,59,0.542,13,34,0.382,20,21,0.952,123,142.22222222222223,132.25806451612902,1500,1500,1500
1745,1745,2020-01-02,SAS,OKC,40,92,0.435,27,61,0.443,13,31,0.419,10,12,0.833,103,43,89,0.483,34,64,0.531,9,25,0.36,14,20,0.7,109,111.95652173913044,122.47191011235957,1500,1500,1500
1746,1746,2020-01-03,BOS,ATL,41,93,0.441,35,68,0.515,6,25,0.24,21,29,0.724,109,39,93,0.419,23,48,0.479,16,45,0.356,12,15,0.8,106,117.20430107526884,113.97849462365592,1500,1500,1500
1747,1747,2020-01-03,HOU,PHI,41,86,0.477,29,54,0.537,12,32,0.375,24,32,0.75,118,42,92,0.457,36,65,0.554,6,27,0.222,18,25,0.72,108,137.2093023255814,117.3913043478261,1500,1500,1500
1748,1748,2020-01-03,LAL,NOP,43,86,0.5,29,57,0.509,14,29,0.483,23,28,0.821,123,48,102,0.471,37,65,0.569,11,37,0.297,6,7,0.857,113,143.0232558139535,110.7843137254902,1500,1500,1500
1749,1749,2020-01-03,ORL,MIA,33,81,0.407,20,46,0.435,13,35,0.371,26,29,0.897,105,30,80,0.375,23,43,0.535,7,37,0.189,18,23,0.783,85,129.62962962962962,106.25,1500,1500,1500
1750,1750,2020-01-03,PHO,NYK,42,90,0.467,32,62,0.516,10,28,0.357,26,33,0.788,120,41,92,0.446,31,55,0.564,10,37,0.27,20,30,0.667,112,133.33333333333331,121.73913043478262,1500,1500,1500
1751,1751,2020-01-03,WAS,POR,38,90,0.422,27,57,0.474,11,33,0.333,16,25,0.64,103,45,88,0.511,39,63,0.619,6,25,0.24,26,33,0.788,122,114.44444444444444,138.63636363636363,1500,1500,1500
1752,1752,2020-01-04,ATL,IND,42,82,0.512,32,50,0.64,10,32,0.313,22,24,0.917,116,36,87,0.414,26,60,0.433,10,27,0.37,29,35,0.829,111,141.46341463414635,127.58620689655172,1500,1500,1500
1753,1753,2020-01-04,BRK,TOR,32,67,0.478,19,32,0.594,13,35,0.371,25,34,0.735,102,44,97,0.454,31,65,0.477,13,32,0.406,20,28,0.714,121,152.23880597014926,124.74226804123712,1500,1500,1500
1754,1754,2020-01-04,CHI,BOS,34,80,0.425,21,46,0.457,13,34,0.382,23,31,0.742,104,43,82,0.524,35,63,0.556,8,19,0.421,17,21,0.81,111,130.0,135.3658536585366,1500,1500,1500
1755,1755,2020-01-04,CLE,OKC,39,85,0.459,25,55,0.455,14,30,0.467,14,17,0.824,106,43,96,0.448,29,59,0.492,14,37,0.378,21,26,0.808,121,124.70588235294116,126.04166666666669,1500,1500,1500
1756,1756,2020-01-04,DAL,CHO,47,100,0.47,32,50,0.64,15,50,0.3,11,13,0.846,120,42,85,0.494,31,60,0.517,11,25,0.44,28,31,0.903,123,120.0,144.70588235294116,1500,1500,1500
1757,1757,2020-01-04,GSW,DET,33,82,0.402,22,61,0.361,11,21,0.524,27,32,0.844,104,43,83,0.518,32,56,0.571,11,27,0.407,14,16,0.875,111,126.82926829268293,133.73493975903614,1500,1500,1500
1758,1758,2020-01-04,LAC,MEM,45,101,0.446,38,71,0.535,7,30,0.233,17,22,0.773,114,49,96,0.51,31,57,0.544,18,39,0.462,24,28,0.857,140,112.87128712871286,145.83333333333331,1500,1500,1500
1759,1759,2020-01-04,MIL,SAS,43,87,0.494,26,42,0.619,17,45,0.378,24,33,0.727,127,38,92,0.413,27,60,0.45,11,32,0.344,31,34,0.912,118,145.97701149425288,128.26086956521738,1500,1500,1500
1760,1760,2020-01-04,ORL,UTA,38,85,0.447,27,48,0.563,11,37,0.297,9,12,0.75,96,42,93,0.452,26,53,0.491,16,40,0.4,9,14,0.643,109,112.94117647058825,117.20430107526884,1500,1500,1500
1761,1761,2020-01-04,SAC,NOP,38,85,0.447,26,64,0.406,12,21,0.571,27,36,0.75,115,38,87,0.437,22,42,0.524,16,45,0.356,25,33,0.758,117,135.29411764705884,134.48275862068965,1500,1500,1500
1762,1762,2020-01-04,WAS,DEN,50,91,0.549,44,75,0.587,6,16,0.375,22,27,0.815,128,40,87,0.46,34,58,0.586,6,29,0.207,28,34,0.824,114,140.65934065934067,131.0344827586207,1500,1500,1500
1763,1763,2020-01-05,CLE,MIN,40,84,0.476,32,59,0.542,8,25,0.32,15,19,0.789,103,47,95,0.495,33,57,0.579,14,38,0.368,10,13,0.769,118,122.61904761904762,124.21052631578948,1500,1500,1500
1764,1764,2020-01-05,LAC,NYK,45,83,0.542,27,51,0.529,18,32,0.563,27,33,0.818,135,48,84,0.571,36,61,0.59,12,23,0.522,24,37,0.649,132,162.65060240963857,157.14285714285714,1500,1500,1500
1765,1765,2020-01-05,LAL,DET,42,92,0.457,36,72,0.5,6,20,0.3,16,23,0.696,106,29,78,0.372,18,52,0.346,11,26,0.423,30,35,0.857,99,115.21739130434784,126.92307692307692,1500,1500,1500
1766,1766,2020-01-05,MIA,POR,47,90,0.522,29,46,0.63,18,44,0.409,10,16,0.625,122,40,87,0.46,27,50,0.54,13,37,0.351,18,20,0.9,111,135.55555555555557,127.58620689655172,1500,1500,1500
1767,1767,2020-01-05,PHO,MEM,43,95,0.453,37,69,0.536,6,26,0.231,22,26,0.846,114,45,83,0.542,27,41,0.659,18,42,0.429,13,17,0.765,121,120.0,145.78313253012047,1500,1500,1500
1768,1768,2020-01-06,ATL,DEN,35,77,0.455,17,38,0.447,18,39,0.462,27,32,0.844,115,47,92,0.511,38,65,0.585,9,27,0.333,20,27,0.741,123,149.35064935064935,133.69565217391303,1500,1500,1500
1769,1769,2020-01-06,CHO,IND,37,81,0.457,27,51,0.529,10,30,0.333,20,22,0.909,104,47,89,0.528,37,63,0.587,10,26,0.385,11,14,0.786,115,128.39506172839506,129.21348314606743,1500,1500,1500
1770,1770,2020-01-06,DAL,CHI,44,84,0.524,28,43,0.651,16,41,0.39,14,19,0.737,118,46,98,0.469,37,67,0.552,9,31,0.29,9,11,0.818,110,140.47619047619045,112.24489795918366,1500,1500,1500
1771,1771,2020-01-06,NOP,UTA,45,94,0.479,33,63,0.524,12,31,0.387,24,30,0.8,126,46,90,0.511,30,57,0.526,16,33,0.485,20,24,0.833,128,134.04255319148936,142.22222222222223,1500,1500,1500
1772,1772,2020-01-06,ORL,BRK,35,81,0.432,27,55,0.491,8,26,0.308,23,31,0.742,101,32,96,0.333,22,49,0.449,10,47,0.213,15,19,0.789,89,124.69135802469135,92.70833333333334,1500,1500,1500
1773,1773,2020-01-06,PHI,OKC,46,90,0.511,33,64,0.516,13,26,0.5,15,18,0.833,120,40,89,0.449,28,60,0.467,12,29,0.414,21,31,0.677,113,133.33333333333331,126.96629213483146,1500,1500,1500
1774,1774,2020-01-06,SAC,GSW,39,81,0.481,24,51,0.471,15,30,0.5,18,23,0.783,111,34,86,0.395,29,60,0.483,5,26,0.192,25,32,0.781,98,137.03703703703704,113.95348837209302,1500,1500,1500
1775,1775,2020-01-06,SAS,MIL,45,88,0.511,26,53,0.491,19,35,0.543,17,19,0.895,126,38,95,0.4,23,50,0.46,15,45,0.333,13,14,0.929,104,143.1818181818182,109.47368421052632,1500,1500,1500
1776,1776,2020-01-06,WAS,BOS,39,84,0.464,32,63,0.508,7,21,0.333,14,23,0.609,99,33,95,0.347,25,58,0.431,8,37,0.216,20,26,0.769,94,117.85714285714286,98.94736842105264,1500,1500,1500
1777,1777,2020-01-07,BRK,OKC,40,98,0.408,29,61,0.475,11,37,0.297,12,16,0.75,103,38,92,0.413,27,55,0.491,11,37,0.297,24,29,0.828,111,105.10204081632652,120.65217391304348,1500,1500,1500
1778,1778,2020-01-07,CLE,DET,42,85,0.494,28,54,0.519,14,31,0.452,15,16,0.938,113,42,91,0.462,29,58,0.5,13,33,0.394,18,21,0.857,115,132.94117647058823,126.37362637362637,1500,1500,1500
1779,1779,2020-01-07,LAL,NYK,41,82,0.5,24,46,0.522,17,36,0.472,18,21,0.857,117,37,95,0.389,33,75,0.44,4,20,0.2,9,16,0.563,87,142.6829268292683,91.57894736842104,1500,1500,1500
