,Unnamed: 0,Date,Home_Team,Away_Team,Field_Goal,Field_Goal_Attempts,Field_Goal_%,2Point,2Point_Attempts,2Point_%,3Point,3Point_Attempts,3Point_%,Free_Throw,Free_Throw_Attempt,Free_Throw_%,Points,Away_Field_Goal,Away_Field_Goal_Attempts,Away_Field_Goal_%,Away_2Point,Away_2Point_Attempts,Away_2Point_%,Away_3Point,Away_3Point_Attempts,Away_3Point_%,Away_Free_Throw,Away_Free_Throw_Attempt,Away_Free_Throw_%,Away_Points,Offensive_Efficiency,Away_Offensive_Efficiency,ielo,away_ielo,Away_ielo
1540,1540,2019-12-04,DET,MIL,39,93,0.419,28,57,0.491,11,36,0.306,14,22,0.636,103,44,90,0.489,30,55,0.545,14,35,0.4,25,27,0.926,127,110.752688172043,141.11111111111111,1500,1500,1500
1541,1541,2019-12-04,OKC,IND,41,84,0.488,32,58,0.552,9,26,0.346,9,10,0.9,100,42,87,0.483,33,63,0.524,9,24,0.375,14,17,0.824,107,119.04761904761904,122.98850574712642,1500,1500,1500
1542,1542,2019-12-04,ORL,PHO,49,85,0.576,35,60,0.583,14,25,0.56,16,20,0.8,128,43,88,0.489,28,55,0.509,15,33,0.455,13,20,0.65,114,150.58823529411765,129.54545454545453,1500,1500,1500
1543,1543,2019-12-04,POR,SAC,47,84,0.56,31,52,0.596,16,32,0.5,17,21,0.81,127,44,95,0.463,33,61,0.541,11,34,0.324,17,23,0.739,116,151.19047619047618,122.10526315789474,1500,1500,1500
1544,1544,2019-12-04,UTA,LAL,34,83,0.41,20,52,0.385,14,31,0.452,14,19,0.737,96,46,90,0.511,32,61,0.525,14,29,0.483,15,25,0.6,121,115.66265060240964,134.44444444444446,1500,1500,1500
1545,1545,2019-12-05,NOP,PHO,44,87,0.506,27,46,0.587,17,41,0.415,27,35,0.771,132,50,106,0.472,36,70,0.514,14,36,0.389,25,27,0.926,139,151.72413793103448,131.13207547169813,1500,1500,1500
1546,1546,2019-12-05,NYK,DEN,34,83,0.41,25,49,0.51,9,34,0.265,15,23,0.652,92,49,87,0.563,28,48,0.583,21,39,0.538,10,18,0.556,129,110.8433734939759,148.27586206896552,1500,1500,1500
1547,1547,2019-12-05,TOR,HOU,38,88,0.432,26,49,0.531,12,39,0.308,21,24,0.875,109,40,98,0.408,18,43,0.419,22,55,0.4,17,19,0.895,119,123.86363636363636,121.42857142857142,1500,1500,1500
1548,1548,2019-12-05,WAS,PHI,41,90,0.456,30,63,0.476,11,27,0.407,26,32,0.813,119,41,77,0.532,28,49,0.571,13,28,0.464,18,24,0.75,113,132.22222222222223,146.75324675324674,1500,1500,1500
1549,1549,2019-12-06,BOS,DEN,44,82,0.537,31,47,0.66,13,35,0.371,7,8,0.875,108,39,94,0.415,34,64,0.531,5,30,0.167,12,15,0.8,95,131.70731707317074,101.06382978723406,1500,1500,1500
1550,1550,2019-12-06,CHI,GSW,39,88,0.443,22,47,0.468,17,41,0.415,3,5,0.6,98,38,71,0.535,29,47,0.617,9,24,0.375,15,22,0.682,100,111.36363636363636,140.8450704225352,1500,1500,1500
1551,1551,2019-12-06,CHO,BRK,36,83,0.434,19,43,0.442,17,40,0.425,15,17,0.882,104,42,88,0.477,27,50,0.54,15,38,0.395,12,15,0.8,111,125.30120481927712,126.13636363636364,1500,1500,1500
1552,1552,2019-12-06,CLE,ORL,35,83,0.422,25,49,0.51,10,34,0.294,7,10,0.7,87,32,82,0.39,23,56,0.411,9,26,0.346,20,23,0.87,93,104.81927710843372,113.41463414634146,1500,1500,1500
1553,1553,2019-12-06,DET,IND,39,87,0.448,28,62,0.452,11,25,0.44,19,26,0.731,108,38,83,0.458,29,59,0.492,9,24,0.375,16,20,0.8,101,124.13793103448276,121.6867469879518,1500,1500,1500
1554,1554,2019-12-06,MIA,WAS,42,86,0.488,32,58,0.552,10,28,0.357,18,24,0.75,112,39,91,0.429,27,52,0.519,12,39,0.308,13,14,0.929,103,130.2325581395349,113.18681318681318,1500,1500,1500
1555,1555,2019-12-06,MIL,LAC,44,94,0.468,30,58,0.517,14,36,0.389,17,21,0.81,119,33,94,0.351,25,62,0.403,8,32,0.25,17,19,0.895,91,126.59574468085108,96.80851063829788,1500,1500,1500
1556,1556,2019-12-06,OKC,MIN,49,88,0.557,44,70,0.629,5,18,0.278,36,40,0.9,139,50,96,0.521,37,58,0.638,13,38,0.342,14,20,0.7,127,157.95454545454547,132.29166666666669,1500,1500,1500
1557,1557,2019-12-06,POR,LAL,39,86,0.453,29,52,0.558,10,34,0.294,25,29,0.862,113,46,85,0.541,29,49,0.592,17,36,0.472,27,33,0.818,136,131.3953488372093,160.0,1500,1500,1500
1558,1558,2019-12-06,SAS,SAC,41,96,0.427,30,64,0.469,11,32,0.344,12,17,0.706,105,40,102,0.392,31,68,0.456,9,34,0.265,15,18,0.833,104,109.375,101.96078431372548,1500,1500,1500
1559,1559,2019-12-07,DAL,NOP,46,86,0.535,33,48,0.688,13,38,0.342,25,31,0.806,130,32,89,0.36,29,57,0.509,3,32,0.094,17,21,0.81,84,151.1627906976744,94.3820224719101,1500,1500,1500
1560,1560,2019-12-07,HOU,PHO,41,91,0.451,30,51,0.588,11,40,0.275,22,30,0.733,115,40,96,0.417,29,61,0.475,11,35,0.314,18,28,0.643,109,126.37362637362637,113.54166666666669,1500,1500,1500
1561,1561,2019-12-07,NYK,IND,39,96,0.406,29,65,0.446,10,31,0.323,15,21,0.714,103,41,85,0.482,29,57,0.509,12,28,0.429,10,13,0.769,104,107.29166666666669,122.3529411764706,1500,1500,1500
1562,1562,2019-12-07,PHI,CLE,57,90,0.633,46,64,0.719,11,26,0.423,16,23,0.696,141,36,96,0.375,27,61,0.443,9,35,0.257,13,17,0.765,94,156.66666666666666,97.91666666666666,1500,1500,1500
1563,1563,2019-12-07,UTA,MEM,45,80,0.563,26,46,0.565,19,34,0.559,17,18,0.944,126,43,81,0.531,33,46,0.717,10,35,0.286,16,25,0.64,112,157.5,138.2716049382716,1500,1500,1500
1564,1564,2019-12-08,BRK,DEN,40,87,0.46,33,59,0.559,7,28,0.25,18,23,0.783,105,36,89,0.404,18,47,0.383,18,42,0.429,12,14,0.857,102,120.6896551724138,114.6067415730337,1500,1500,1500
1565,1565,2019-12-08,CHO,ATL,36,90,0.4,25,59,0.424,11,31,0.355,24,29,0.828,107,44,91,0.484,26,46,0.565,18,45,0.4,16,17,0.941,122,118.88888888888889,134.06593406593404,1500,1500,1500
1566,1566,2019-12-08,DAL,SAC,41,86,0.477,24,42,0.571,17,44,0.386,7,8,0.875,106,44,85,0.518,31,51,0.608,13,34,0.382,9,11,0.818,110,123.25581395348836,129.41176470588235,1500,1500,1500
1567,1567,2019-12-08,LAL,MIN,55,94,0.585,41,63,0.651,14,31,0.452,18,20,0.9,142,44,84,0.524,29,47,0.617,15,37,0.405,22,26,0.846,125,151.06382978723406,148.80952380952382,1500,1500,1500
1568,1568,2019-12-08,MIA,CHI,32,77,0.416,21,42,0.5,11,35,0.314,35,44,0.795,110,35,80,0.438,22,44,0.5,13,36,0.361,22,27,0.815,105,142.85714285714286,131.25,1500,1500,1500
1569,1569,2019-12-08,PHI,TOR,40,79,0.506,26,47,0.553,14,32,0.438,16,21,0.762,110,38,88,0.432,27,55,0.491,11,33,0.333,17,20,0.85,104,139.24050632911394,118.1818181818182,1500,1500,1500
1570,1570,2019-12-08,POR,OKC,36,100,0.36,27,67,0.403,9,33,0.273,15,18,0.833,96,35,85,0.412,24,53,0.453,11,32,0.344,27,34,0.794,108,96.0,127.05882352941175,1500,1500,1500
1571,1571,2019-12-08,WAS,LAC,40,88,0.455,26,55,0.473,14,33,0.424,25,30,0.833,119,50,96,0.521,35,56,0.625,15,40,0.375,20,27,0.741,135,135.22727272727272,140.625,1500,1500,1500
1572,1572,2019-12-09,BOS,CLE,45,78,0.577,30,51,0.588,15,27,0.556,5,8,0.625,110,36,91,0.396,29,60,0.483,7,31,0.226,9,19,0.474,88,141.02564102564102,96.7032967032967,1500,1500,1500
1573,1573,2019-12-09,CHI,TOR,35,89,0.393,23,43,0.535,12,46,0.261,10,14,0.714,92,34,90,0.378,27,61,0.443,7,29,0.241,18,26,0.692,93,103.37078651685394,103.33333333333334,1500,1500,1500
1574,1574,2019-12-09,GSW,MEM,35,93,0.376,24,66,0.364,11,27,0.407,21,25,0.84,102,41,82,0.5,26,42,0.619,15,40,0.375,13,17,0.765,110,109.6774193548387,134.14634146341464,1500,1500,1500
1575,1575,2019-12-09,HOU,SAC,41,84,0.488,24,34,0.706,17,50,0.34,19,23,0.826,118,40,88,0.455,20,43,0.465,20,45,0.444,19,22,0.864,119,140.47619047619045,135.22727272727272,1500,1500,1500
1576,1576,2019-12-09,IND,LAC,34,97,0.351,24,62,0.387,10,35,0.286,21,28,0.75,99,40,97,0.412,30,65,0.462,10,32,0.313,20,27,0.741,110,102.06185567010309,113.4020618556701,1500,1500,1500
1577,1577,2019-12-09,MIL,ORL,43,92,0.467,27,51,0.529,16,41,0.39,8,15,0.533,110,35,92,0.38,25,61,0.41,10,31,0.323,21,26,0.808,101,119.56521739130434,109.78260869565216,1500,1500,1500
1578,1578,2019-12-09,NOP,DET,40,91,0.44,32,53,0.604,8,38,0.211,15,22,0.682,103,36,85,0.424,25,50,0.5,11,35,0.314,22,27,0.815,105,113.18681318681318,123.52941176470588,1500,1500,1500
1579,1579,2019-12-09,PHO,MIN,47,95,0.495,31,55,0.564,16,40,0.4,15,19,0.789,125,40,85,0.471,34,63,0.54,6,22,0.273,23,29,0.793,109,131.57894736842107,128.23529411764707,1500,1500,1500
1580,1580,2019-12-09,UTA,OKC,36,89,0.404,28,58,0.483,8,31,0.258,10,12,0.833,90,40,85,0.471,32,57,0.561,8,28,0.286,16,19,0.842,104,101.12359550561798,122.3529411764706,1500,1500,1500
1581,1581,2019-12-10,CHO,WAS,38,85,0.447,22,44,0.5,16,41,0.39,22,28,0.786,114,38,90,0.422,27,55,0.491,11,35,0.314,20,25,0.8,107,134.1176470588235,118.88888888888889,1500,1500,1500
1582,1582,2019-12-10,MIA,ATL,53,103,0.515,39,62,0.629,14,41,0.341,15,22,0.682,135,45,95,0.474,25,41,0.61,20,54,0.37,11,18,0.611,121,131.06796116504856,127.36842105263158,1500,1500,1500
1583,1583,2019-12-10,PHI,DEN,37,89,0.416,25,53,0.472,12,36,0.333,11,16,0.688,97,37,85,0.435,30,58,0.517,7,27,0.259,11,12,0.917,92,108.98876404494382,108.23529411764706,1500,1500,1500
1584,1584,2019-12-10,POR,NYK,39,90,0.433,22,49,0.449,17,41,0.415,20,24,0.833,115,32,91,0.352,25,53,0.472,7,38,0.184,16,26,0.615,87,127.77777777777776,95.6043956043956,1500,1500,1500
1585,1585,2019-12-11,BRK,CHO,38,88,0.432,28,50,0.56,10,38,0.263,22,33,0.667,108,36,88,0.409,21,53,0.396,15,35,0.429,26,32,0.813,113,122.72727272727272,128.4090909090909,1500,1500,1500
1586,1586,2019-12-11,CHI,ATL,54,94,0.574,43,70,0.614,11,24,0.458,17,19,0.895,136,35,83,0.422,22,45,0.489,13,38,0.342,19,26,0.731,102,144.6808510638298,122.89156626506023,1500,1500,1500
1587,1587,2019-12-11,CLE,HOU,46,89,0.517,33,57,0.579,13,32,0.406,5,8,0.625,110,43,87,0.494,26,45,0.578,17,42,0.405,13,13,1.0,116,123.59550561797752,133.33333333333331,1500,1500,1500
1588,1588,2019-12-11,GSW,NYK,45,104,0.433,35,67,0.522,10,37,0.27,22,30,0.733,122,43,90,0.478,31,61,0.508,12,29,0.414,26,34,0.765,124,117.3076923076923,137.77777777777777,1500,1500,1500
1589,1589,2019-12-11,IND,BOS,41,85,0.482,31,60,0.517,10,25,0.4,30,36,0.833,122,43,87,0.494,29,51,0.569,14,36,0.389,17,22,0.773,117,143.52941176470588,134.48275862068965,1500,1500,1500
1590,1590,2019-12-11,MIL,NOP,50,93,0.538,31,54,0.574,19,39,0.487,8,9,0.889,127,39,88,0.443,23,43,0.535,16,45,0.356,18,22,0.818,112,136.55913978494624,127.27272727272728,1500,1500,1500
1591,1591,2019-12-11,MIN,UTA,40,91,0.44,25,50,0.5,15,41,0.366,21,26,0.808,116,47,83,0.566,31,48,0.646,16,35,0.457,17,22,0.773,127,127.47252747252746,153.0120481927711,1500,1500,1500
1592,1592,2019-12-11,ORL,LAL,34,81,0.42,26,55,0.473,8,26,0.308,11,17,0.647,87,37,87,0.425,25,56,0.446,12,31,0.387,10,19,0.526,96,107.40740740740742,110.34482758620688,1500,1500,1500
1593,1593,2019-12-11,PHO,MEM,37,93,0.398,28,59,0.475,9,34,0.265,25,30,0.833,108,42,87,0.483,32,63,0.508,10,24,0.417,21,26,0.808,115,116.12903225806453,132.183908045977,1500,1500,1500
1594,1594,2019-12-11,SAC,OKC,39,88,0.443,29,57,0.509,10,31,0.323,6,10,0.6,94,34,79,0.43,21,46,0.457,13,33,0.394,12,18,0.667,93,106.8181818181818,117.72151898734178,1500,1500,1500
1595,1595,2019-12-11,TOR,LAC,31,88,0.352,23,52,0.442,8,36,0.222,22,25,0.88,92,38,86,0.442,26,46,0.565,12,40,0.3,24,27,0.889,112,104.54545454545456,130.2325581395349,1500,1500,1500
1596,1596,2019-12-12,BOS,PHI,42,91,0.462,31,60,0.517,11,31,0.355,14,17,0.824,109,41,82,0.5,27,54,0.5,14,28,0.5,19,23,0.826,115,119.78021978021978,140.2439024390244,1500,1500,1500
1597,1597,2019-12-12,DEN,POR,42,88,0.477,24,52,0.462,18,36,0.5,12,19,0.632,114,41,86,0.477,32,56,0.571,9,30,0.3,8,11,0.727,99,129.54545454545453,115.11627906976744,1500,1500,1500
1598,1598,2019-12-12,DET,DAL,40,89,0.449,25,47,0.532,15,42,0.357,16,23,0.696,111,45,88,0.511,29,44,0.659,16,44,0.364,16,23,0.696,122,124.7191011235955,138.63636363636363,1500,1500,1500
1599,1599,2019-12-12,SAS,CLE,42,86,0.488,37,70,0.529,5,16,0.313,20,25,0.8,109,44,96,0.458,29,51,0.569,15,45,0.333,14,20,0.7,117,126.74418604651164,121.875,1500,1500,1500
1600,1600,2019-12-13,ATL,IND,39,94,0.415,33,66,0.5,6,28,0.214,16,23,0.696,100,46,92,0.5,39,70,0.557,7,22,0.318,11,15,0.733,110,106.38297872340424,119.56521739130434,1500,1500,1500
1601,1601,2019-12-13,CHI,CHO,27,90,0.3,20,56,0.357,7,34,0.206,12,14,0.857,73,30,79,0.38,24,48,0.5,6,31,0.194,17,21,0.81,83,81.11111111111111,105.0632911392405,1500,1500,1500
1602,1602,2019-12-13,MEM,MIL,38,98,0.388,18,49,0.367,20,49,0.408,18,23,0.783,114,44,87,0.506,33,57,0.579,11,30,0.367,28,33,0.848,127,116.3265306122449,145.97701149425288,1500,1500,1500
1603,1603,2019-12-13,MIA,LAL,39,85,0.459,29,52,0.558,10,33,0.303,22,28,0.786,110,43,87,0.494,31,50,0.62,12,37,0.324,15,23,0.652,113,129.41176470588235,129.8850574712644,1500,1500,1500
1604,1604,2019-12-13,MIN,LAC,38,85,0.447,28,44,0.636,10,41,0.244,31,37,0.838,117,39,79,0.494,28,54,0.519,11,25,0.44,35,39,0.897,124,137.64705882352942,156.96202531645568,1500,1500,1500
1605,1605,2019-12-13,ORL,HOU,40,91,0.44,25,54,0.463,15,37,0.405,12,16,0.75,107,48,86,0.558,26,47,0.553,22,39,0.564,12,13,0.923,130,117.5824175824176,151.1627906976744,1500,1500,1500
1606,1606,2019-12-13,PHI,NOP,43,87,0.494,36,67,0.537,7,20,0.35,23,34,0.676,116,38,88,0.432,29,64,0.453,9,24,0.375,24,35,0.686,109,133.33333333333331,123.86363636363636,1500,1500,1500
1607,1607,2019-12-13,SAC,NYK,39,83,0.47,22,44,0.5,17,39,0.436,6,8,0.75,101,44,95,0.463,35,65,0.538,9,30,0.3,6,10,0.6,103,121.6867469879518,108.42105263157896,1500,1500,1500
1608,1608,2019-12-13,UTA,GSW,37,79,0.468,21,41,0.512,16,38,0.421,24,31,0.774,114,41,91,0.451,32,62,0.516,9,29,0.31,15,22,0.682,106,144.30379746835442,116.4835164835165,1500,1500,1500
1609,1609,2019-12-14,CHI,LAC,40,85,0.471,26,54,0.481,14,31,0.452,15,18,0.833,109,35,80,0.438,25,58,0.431,10,22,0.455,26,36,0.722,106,128.23529411764707,132.5,1500,1500,1500
1610,1610,2019-12-14,DAL,MIA,45,101,0.446,28,57,0.491,17,44,0.386,11,17,0.647,118,39,91,0.429,23,51,0.451,16,40,0.4,28,34,0.824,122,116.83168316831684,134.06593406593404,1500,1500,1500
1611,1611,2019-12-14,DEN,OKC,43,85,0.506,36,58,0.621,7,27,0.259,17,23,0.739,110,38,81,0.469,32,58,0.552,6,23,0.261,20,23,0.87,102,129.41176470588235,125.92592592592592,1500,1500,1500
1612,1612,2019-12-14,HOU,DET,41,102,0.402,28,57,0.491,13,45,0.289,12,18,0.667,107,41,92,0.446,29,55,0.527,12,37,0.324,21,25,0.84,115,104.90196078431372,125.0,1500,1500,1500
1613,1613,2019-12-14,MEM,WAS,48,84,0.571,37,57,0.649,11,27,0.407,21,24,0.875,128,36,85,0.424,22,47,0.468,14,38,0.368,25,32,0.781,111,152.38095238095238,130.58823529411765,1500,1500,1500
1614,1614,2019-12-14,MIL,CLE,46,85,0.541,32,48,0.667,14,37,0.378,19,26,0.731,125,41,90,0.456,26,55,0.473,15,35,0.429,11,15,0.733,108,147.05882352941177,120.0,1500,1500,1500
1615,1615,2019-12-14,PHO,SAS,45,103,0.437,35,63,0.556,10,40,0.25,19,26,0.731,119,44,106,0.415,36,76,0.474,8,30,0.267,25,34,0.735,121,115.53398058252426,114.15094339622642,1500,1500,1500
1616,1616,2019-12-14,TOR,BRK,38,98,0.388,24,58,0.414,14,40,0.35,20,25,0.8,110,39,101,0.386,27,55,0.491,12,46,0.261,12,17,0.706,102,112.24489795918366,100.990099009901,1500,1500,1500
1617,1617,2019-12-15,ATL,LAL,31,86,0.36,19,44,0.432,12,42,0.286,22,25,0.88,96,36,84,0.429,31,53,0.585,5,31,0.161,24,33,0.727,101,111.6279069767442,120.23809523809524,1500,1500,1500
1618,1618,2019-12-15,BRK,PHI,43,94,0.457,34,70,0.486,9,24,0.375,14,18,0.778,109,37,86,0.43,32,60,0.533,5,26,0.192,10,17,0.588,89,115.95744680851064,103.48837209302326,1500,1500,1500
1619,1619,2019-12-15,DEN,NYK,44,94,0.468,34,66,0.515,10,28,0.357,13,19,0.684,111,44,94,0.468,36,62,0.581,8,32,0.25,9,10,0.9,105,118.08510638297874,111.70212765957446,1500,1500,1500
1620,1620,2019-12-15,GSW,SAC,30,76,0.395,24,51,0.471,6,25,0.24,13,18,0.722,79,38,63,0.603,28,41,0.683,10,22,0.455,14,16,0.875,100,103.94736842105264,158.7301587301587,1500,1500,1500
1621,1621,2019-12-15,IND,CHO,40,88,0.455,30,53,0.566,10,35,0.286,17,20,0.85,107,28,91,0.308,23,59,0.39,5,32,0.156,24,35,0.686,85,121.59090909090908,93.4065934065934,1500,1500,1500
1622,1622,2019-12-15,NOP,ORL,47,88,0.534,28,45,0.622,19,43,0.442,6,12,0.5,119,46,89,0.517,29,55,0.527,17,34,0.5,21,26,0.808,130,135.22727272727272,146.06741573033707,1500,1500,1500
1623,1623,2019-12-16,DET,WAS,41,86,0.477,28,47,0.596,13,39,0.333,24,34,0.706,119,49,88,0.557,31,54,0.574,18,34,0.529,17,21,0.81,133,138.3720930232558,151.13636363636363,1500,1500,1500
1624,1624,2019-12-16,HOU,SAS,40,98,0.408,29,55,0.527,11,43,0.256,18,27,0.667,109,39,91,0.429,27,58,0.466,12,33,0.364,17,20,0.85,107,111.22448979591836,117.5824175824176,1500,1500,1500
1625,1625,2019-12-16,MEM,MIA,42,86,0.488,29,50,0.58,13,36,0.361,21,30,0.7,118,37,81,0.457,26,57,0.456,11,24,0.458,26,31,0.839,111,137.2093023255814,137.03703703703704,1500,1500,1500
1626,1626,2019-12-16,MIL,DAL,44,105,0.419,33,64,0.516,11,41,0.268,17,24,0.708,116,41,88,0.466,25,47,0.532,16,41,0.39,22,27,0.815,120,110.47619047619048,136.36363636363637,1500,1500,1500
1627,1627,2019-12-16,OKC,CHI,35,69,0.507,19,35,0.543,16,34,0.471,23,28,0.821,109,43,87,0.494,34,56,0.607,9,31,0.29,11,13,0.846,106,157.97101449275362,121.83908045977012,1500,1500,1500
1628,1628,2019-12-16,PHO,POR,41,90,0.456,29,56,0.518,12,34,0.353,16,19,0.842,110,40,84,0.476,26,50,0.52,14,34,0.412,17,20,0.85,111,122.22222222222224,132.14285714285714,1500,1500,1500
1629,1629,2019-12-16,TOR,CLE,52,89,0.584,36,57,0.632,16,32,0.5,13,17,0.765,133,44,90,0.489,32,55,0.582,12,35,0.343,13,17,0.765,113,149.438202247191,125.55555555555556,1500,1500,1500
1630,1630,2019-12-17,CHO,SAC,39,81,0.481,26,51,0.51,13,30,0.433,19,27,0.704,110,38,91,0.418,24,52,0.462,14,39,0.359,12,13,0.923,102,135.80246913580248,112.08791208791207,1500,1500,1500
1631,1631,2019-12-17,IND,LAL,41,85,0.482,31,60,0.517,10,25,0.4,13,20,0.65,105,43,91,0.473,35,60,0.583,8,31,0.258,8,17,0.471,102,123.52941176470588,112.08791208791207,1500,1500,1500
1632,1632,2019-12-17,LAC,PHO,45,89,0.506,31,57,0.544,14,32,0.438,16,22,0.727,120,41,102,0.402,31,67,0.463,10,35,0.286,7,10,0.7,99,134.8314606741573,97.05882352941175,1500,1500,1500
1633,1633,2019-12-17,NOP,BRK,37,107,0.346,26,67,0.388,11,40,0.275,16,24,0.667,101,40,96,0.417,29,57,0.509,11,39,0.282,17,23,0.739,108,94.39252336448598,112.5,1500,1500,1500
1634,1634,2019-12-17,NYK,ATL,53,95,0.558,40,67,0.597,13,28,0.464,24,31,0.774,143,45,99,0.455,30,56,0.536,15,43,0.349,15,20,0.75,120,150.5263157894737,121.21212121212122,1500,1500,1500
1635,1635,2019-12-17,UTA,ORL,42,90,0.467,27,54,0.5,15,36,0.417,10,16,0.625,109,42,93,0.452,35,58,0.603,7,35,0.2,11,15,0.733,102,121.1111111111111,109.6774193548387,1500,1500,1500
1636,1636,2019-12-18,CLE,CHO,40,74,0.541,33,48,0.688,7,26,0.269,13,17,0.765,100,37,91,0.407,24,54,0.444,13,37,0.351,11,18,0.611,98,135.13513513513513,107.6923076923077,1500,1500,1500
1637,1637,2019-12-18,DAL,BOS,34,87,0.391,19,44,0.432,15,43,0.349,20,25,0.8,103,35,86,0.407,23,48,0.479,12,38,0.316,27,30,0.9,109,118.39080459770116,126.74418604651164,1500,1500,1500
1638,1638,2019-12-18,DEN,ORL,40,84,0.476,29,57,0.509,11,27,0.407,22,25,0.88,113,37,87,0.425,26,58,0.448,11,29,0.379,19,21,0.905,104,134.52380952380955,119.54022988505749,1500,1500,1500
1639,1639,2019-12-18,DET,TOR,39,87,0.448,33,52,0.635,6,35,0.171,15,22,0.682,99,39,91,0.429,26,56,0.464,13,35,0.371,21,24,0.875,112,113.79310344827589,123.07692307692308,1500,1500,1500
1640,1640,2019-12-18,MIN,NOP,36,95,0.379,26,56,0.464,10,39,0.256,17,27,0.63,99,38,86,0.442,24,53,0.453,14,33,0.424,17,21,0.81,107,104.21052631578948,124.4186046511628,1500,1500,1500
1641,1641,2019-12-18,OKC,MEM,46,84,0.548,39,60,0.65,7,24,0.292,27,34,0.794,126,50,99,0.505,40,73,0.548,10,26,0.385,12,15,0.8,122,150.0,123.23232323232322,1500,1500,1500
1642,1642,2019-12-18,PHI,MIA,38,90,0.422,26,51,0.51,12,39,0.308,16,18,0.889,104,40,85,0.471,28,54,0.519,12,31,0.387,16,20,0.8,108,115.55555555555554,127.05882352941175,1500,1500,1500
1643,1643,2019-12-18,POR,GSW,44,97,0.454,35,66,0.53,9,31,0.29,25,28,0.893,122,41,103,0.398,25,65,0.385,16,38,0.421,14,23,0.609,112,125.77319587628864,108.7378640776699,1500,1500,1500
1644,1644,2019-12-18,WAS,CHI,34,95,0.358,20,50,0.4,14,45,0.311,27,32,0.844,109,39,97,0.402,28,60,0.467,11,37,0.297,21,24,0.875,110,114.73684210526316,113.4020618556701,1500,1500,1500
1645,1645,2019-12-19,ATL,UTA,39,90,0.433,28,61,0.459,11,29,0.379,17,19,0.895,106,39,83,0.47,33,59,0.559,6,24,0.25,27,38,0.711,111,117.7777777777778,133.73493975903614,1500,1500,1500
1646,1646,2019-12-19,LAC,HOU,43,86,0.5,27,49,0.551,16,37,0.432,15,19,0.789,117,43,86,0.5,29,49,0.592,14,37,0.378,22,29,0.759,122,136.04651162790697,141.86046511627907,1500,1500,1500
1647,1647,2019-12-19,MIL,LAL,36,77,0.468,20,38,0.526,16,39,0.41,23,32,0.719,111,37,80,0.463,25,45,0.556,12,35,0.343,18,23,0.783,104,144.15584415584414,130.0,1500,1500,1500
1648,1648,2019-12-19,SAS,BRK,43,96,0.448,30,63,0.476,13,33,0.394,19,23,0.826,118,35,83,0.422,28,47,0.596,7,36,0.194,28,30,0.933,105,122.91666666666669,126.50602409638554,1500,1500,1500
1649,1649,2019-12-20,BOS,DET,45,86,0.523,36,59,0.61,9,27,0.333,15,21,0.714,114,34,85,0.4,23,54,0.426,11,31,0.355,14,19,0.737,93,132.5581395348837,109.41176470588236,1500,1500,1500
1650,1650,2019-12-20,CLE,MEM,40,92,0.435,23,55,0.418,17,37,0.459,17,23,0.739,114,44,102,0.431,30,61,0.492,14,41,0.341,5,7,0.714,107,123.91304347826086,104.90196078431372,1500,1500,1500
1651,1651,2019-12-20,DEN,MIN,44,89,0.494,34,61,0.557,10,28,0.357,11,12,0.917,109,36,87,0.414,26,45,0.578,10,42,0.238,18,27,0.667,100,122.47191011235957,114.94252873563218,1500,1500,1500
1652,1652,2019-12-20,GSW,NOP,36,83,0.434,26,50,0.52,10,33,0.303,24,25,0.96,106,39,93,0.419,30,59,0.508,9,34,0.265,15,23,0.652,102,127.71084337349396,109.6774193548387,1500,1500,1500
1653,1653,2019-12-20,IND,SAC,45,86,0.523,31,55,0.564,14,31,0.452,15,18,0.833,119,41,91,0.451,31,59,0.525,10,32,0.313,13,15,0.867,105,138.3720930232558,115.38461538461536,1500,1500,1500
1654,1654,2019-12-20,MIA,NYK,43,77,0.558,25,39,0.641,18,38,0.474,25,34,0.735,129,41,94,0.436,31,60,0.517,10,34,0.294,22,33,0.667,114,167.53246753246754,121.27659574468086,1500,1500,1500
1655,1655,2019-12-20,OKC,PHO,49,87,0.563,39,63,0.619,10,24,0.417,18,21,0.857,126,38,87,0.437,27,55,0.491,11,32,0.344,21,23,0.913,108,144.82758620689654,124.13793103448276,1500,1500,1500
1656,1656,2019-12-20,PHI,DAL,38,90,0.422,28,56,0.5,10,34,0.294,12,18,0.667,98,43,83,0.518,29,50,0.58,14,33,0.424,17,22,0.773,117,108.88888888888889,140.96385542168676,1500,1500,1500
1657,1657,2019-12-20,POR,ORL,42,84,0.5,25,48,0.521,17,36,0.472,17,19,0.895,118,39,106,0.368,32,78,0.41,7,28,0.25,18,26,0.692,103,140.47619047619045,97.16981132075472,1500,1500,1500
1658,1658,2019-12-20,TOR,WAS,38,78,0.487,26,48,0.542,12,30,0.4,34,44,0.773,122,40,87,0.46,26,48,0.542,14,39,0.359,24,32,0.75,118,156.4102564102564,135.63218390804596,1500,1500,1500
1659,1659,2019-12-21,BRK,ATL,46,100,0.46,35,70,0.5,11,30,0.367,19,28,0.679,122,39,105,0.371,28,57,0.491,11,48,0.229,23,27,0.852,112,122.0,106.66666666666669,1500,1500,1500
